idpozo,idempresa,empresa,cuenca,provincia,formacion,tipo_de_recurso,n_meses,prod_pet_annual
212,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,738.14
214,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,943.38
215,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,651.99
216,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,494.94
217,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,293.06
218,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,774.55
219,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,189.29
225,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,406.09
226,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,444.28000000000003
228,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,583.3
230,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,91.32000000000001
231,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,142.49
232,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,919.96
233,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,9,389.69
235,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,399.17
236,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,157.5
237,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,290.62
239,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,317.87
240,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,364.29
241,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,669.74
242,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,172.41
243,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,576.34
244,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,203.24
251,COH,COLHUE HUAPI S.A.,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,307.46000000000004
387,INT,INTEROIL ARGENTINA S A,GOLFO SAN JORGE,Chubut,castillo,CONVENCIONAL,3,123.63
466,INT,INTEROIL ARGENTINA S A,GOLFO SAN JORGE,Chubut,castillo,CONVENCIONAL,10,448.11
475,INT,INTEROIL ARGENTINA S A,GOLFO SAN JORGE,Chubut,castillo,CONVENCIONAL,10,189.86
484,INT,INTEROIL ARGENTINA S A,GOLFO SAN JORGE,Chubut,castillo,CONVENCIONAL,1,6.83
495,PIE,Pilgrim Energy S.A.,GOLFO SAN JORGE,Chubut,bajo barreal,CONVENCIONAL,12,271.7707
496,PIE,Pilgrim Energy S.A.,GOLFO SAN JORGE,Chubut,bajo barreal,CONVENCIONAL,12,155.0804
497,PIE,Pilgrim Energy S.A.,GOLFO SAN JORGE,Chubut,bajo barreal,CONVENCIONAL,12,10.35
500,PIE,Pilgrim Energy S.A.,GOLFO SAN JORGE,Chubut,bajo barreal,CONVENCIONAL,12,170.9791
501,PIE,Pilgrim Energy S.A.,GOLFO SAN JORGE,Chubut,bajo barreal,CONVENCIONAL,12,223.3041
506,PIE,Pilgrim Energy S.A.,GOLFO SAN JORGE,Chubut,bajo barreal,CONVENCIONAL,3,180.667
530,REFS,RECURSOS Y ENERGIA FORMOSA S.A.,NOROESTE,Formosa,palmar largo,CONVENCIONAL,12,640.42
533,REFS,RECURSOS Y ENERGIA FORMOSA S.A.,NOROESTE,Formosa,palmar largo,CONVENCIONAL,9,879.38
544,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,418.13583
555,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,81.609067
556,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,295.38361
558,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,260.06714
559,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,279.20853
560,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,0.0
561,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,367.30813
563,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,182.36074200000002
565,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,31.018596
566,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,854.2656
567,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,599.262418
568,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,74.451461
572,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,775.33974
573,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,153.03072
574,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,0.0
576,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,1,0.0
577,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,1,15.28331
739,ACO,Petrolera Aconcagua Energia S.A.,CUYANA,Mendoza,barrancas,CONVENCIONAL,11,1255.82
2781,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,11,0.0
2787,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,122.03578800000001
3203,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,81.609067
3204,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,407.91069
3206,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,870.65962
3207,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,157.054809
3208,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,244.872064
3209,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,161.716139
3210,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,57.605967
3211,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,854.2656
3212,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,66.022995
3214,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,sierras blancas,CONVENCIONAL,12,82.401154
3218,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,743.71599
3219,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,sierras blancas,CONVENCIONAL,12,39.142947
3220,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,166.021726
3221,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,52.427915
3222,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,44.552295
3224,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,178.209185
3228,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,sierras blancas,CONVENCIONAL,12,240.701786
3230,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,390.36662
3233,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,11.743712
3234,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,5.0330200000000005
3235,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,167.299976
3237,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,quintuco,CONVENCIONAL,3,39.389610016999995
3238,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,84.27946
3239,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,84.27946
3241,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,quintuco,CONVENCIONAL,11,267.332130666
3242,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,quintuco,CONVENCIONAL,12,706.60182116
3243,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,tordillo,CONVENCIONAL,12,900.53757644
3244,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,tordillo,CONVENCIONAL,12,318.896947239
3245,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,tordillo,CONVENCIONAL,12,345.36256123
3248,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,tordillo,CONVENCIONAL,12,295.20216483
3249,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,tordillo,CONVENCIONAL,12,585.95982603
3250,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,tordillo,CONVENCIONAL,12,1158.98406275
3251,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,tordillo,CONVENCIONAL,12,334.95697992
3252,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Neuquén,tordillo,CONVENCIONAL,12,237.052013802
3270,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,punta rosada,CONVENCIONAL,12,439.082385573
3273,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,6,146.539832852
3274,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,punta rosada,CONVENCIONAL,12,270.267644763
3299,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,quintuco,CONVENCIONAL,10,751.33136792
3308,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,380.4454318
3309,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,273.8282962
3310,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,381.53347963
3314,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,9,175.026812004
3315,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,440.701974753
3317,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,quintuco,CONVENCIONAL,12,456.51720547
3320,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,11,449.71853991
3330,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,punta rosada,CONVENCIONAL,6,237.62128275
3336,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,3,146.940265475
3339,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,5,115.818690012
3342,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,352.64289918000003
3343,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,11,323.946754183
3347,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,quintuco,CONVENCIONAL,12,846.21657488
3357,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,2,18.893970231
3359,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,642.51799848
3371,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,453.99368774000004
3373,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,292.049888642
3377,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,605.55048043
3378,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,696.26385283
3383,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,668.918690538
3389,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,273.06889338999997
3401,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,4,38.655729980000004
3406,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,7,182.847033528
3412,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,3,230.15098358
3414,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,11,385.0298865
3420,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,313.094854353
3421,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,578.09148076
3425,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,848.23547867
3432,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,6,108.660174695
3438,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,quintuco,CONVENCIONAL,11,455.84207692
3449,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,135.62168596200002
3453,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,329.978034728
3455,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,524.70806793
3461,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,6,193.096199596
3462,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,954.56086125
3465,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,483.08122506
3466,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,326.66081652
3467,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,6,144.393116747
3475,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,711.91850445
3477,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,313.76387581
3481,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,433.2987628
3485,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,4,130.73460963
3487,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,436.58159414
3490,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,494.59193718
3492,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,721.74133122
3493,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,559.23951818
3495,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,0.0
3497,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,0.0
3501,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,0.0
3502,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,5.942704
3503,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,pircala,CONVENCIONAL,12,491.601
3504,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,219.937623
3505,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,0.0
3510,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,11.565525000000001
3511,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,25.312905
3512,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,0.0
3513,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,0.0
3516,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,11,311.093824802
3519,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,55.793676
3520,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,22.856068
3523,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,127.72951
3524,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,12,221.2112
3526,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,421.55622
3527,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,398.43634
3528,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,121.121844
3530,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,290.90057
3531,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,642.13143
3533,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,283.83773258
3535,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,9,283.360721508
3536,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,990.80573212
3541,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,11,656.43908248
3542,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,658.09572381
3544,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,11,473.068002541
3546,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,382.06816
3547,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,436.65596999999997
3548,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,616.81398
3550,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,222.00994
3551,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,134.487608
3552,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,130.7811
3554,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,702.08557
3555,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,777.94092
3557,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,280.671002622
3558,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,582.87376
3560,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,0.0
3562,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,loncoche,CONVENCIONAL,12,546.73682
3563,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,544.70278
3565,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,597.28468928
3567,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,loncoche,CONVENCIONAL,12,921.49085
3569,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,160.246358
3572,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,loncoche,CONVENCIONAL,12,0.0
3573,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,loncoche,CONVENCIONAL,12,0.0
3576,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,181.14616
3579,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,loncoche,CONVENCIONAL,12,471.11175000000003
3581,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,loncoche,CONVENCIONAL,12,244.59248
3585,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,182.974962
3586,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,loncoche,CONVENCIONAL,12,60.99165
3587,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,loncoche,CONVENCIONAL,12,422.67436
3588,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,loncoche,CONVENCIONAL,12,0.0
3589,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,agrio,CONVENCIONAL,12,221.2112
3594,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,328.79550079
3596,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,788.84142606
3597,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,760.59889939
3599,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,agrio,CONVENCIONAL,12,0.0
3600,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,11,526.27926973
3602,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,quintuco,CONVENCIONAL,9,455.14598379
3603,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,7,124.32214407
3605,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,452.80147581
3606,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,agrio,CONVENCIONAL,12,268.812639
3608,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,3,214.64196598
3609,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,459.6491507
3612,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,91.42426
3613,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,pircala,CONVENCIONAL,12,0.660301
3615,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,tordillo,CONVENCIONAL,12,536.85344894
3618,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,12,0.004366
