idpozo,idempresa,empresa,cuenca,provincia,formacion,tipo_de_recurso,n_meses,prod_pet_annual
103083,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.24
103085,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,29.9378075762706
103085,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,2,44.4
103097,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,0.246199075462752
103097,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,12.200000000000001
103106,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,9,304.92
103108,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,6.1
103109,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,35.84
103109,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,561.59
103110,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,394.59
103113,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,36.86
103113,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,9,288.53
103115,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103115,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,9.45
103116,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,63.4809921376696
103116,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,1032.79
103117,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,54.3490525817515
103117,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,694.0
103118,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,336.99
103121,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,448.22
103124,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,46.93
103124,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,366.58
103127,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,4,96.46
103137,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103137,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,32.11
103141,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,432.11
103142,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,43.0786611682459
103142,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,721.77
103143,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,7,76.39
103150,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,64.9965559221665
103150,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,746.49
103151,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,63.0269633184644
103151,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,685.1
103157,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,51.6496870912835
103157,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,465.04
103158,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,41.7975876635755
103158,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,290.35
103162,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,19.06
103162,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,122.33
103163,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,30.95
103163,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,75.45
103164,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,28.0799972947343
103164,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,310.72
103171,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,29.432702376289
103171,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,326.8
103179,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,11.0789583958238
103179,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,160.46
103181,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103181,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,207.72
103189,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,0.246199075462752
103189,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,12.200000000000001
103190,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,30.5286853573812
103190,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,317.78
103193,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,31.74
103193,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,9,156.51
103194,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,21.25
103194,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,326.12
103198,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103198,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,9.87
103200,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,39.82
103200,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,239.32
103204,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,0.246199075462752
103204,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,12.200000000000001
103206,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,24.5206337255241
103206,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,319.62
103209,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,143.041662843859
103209,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,1523.0
103212,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,30.9508183252609
103212,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,326.79
103217,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,215.67039010537
103217,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,2420.44
103218,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,66.473750374943
103218,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,433.71000000000004
103220,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,44.8082317342208
103220,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,467.9
103221,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,66.33
103221,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,860.49
103224,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.74
103224,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.2
103225,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,43.0848382059815
103225,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,294.2
103230,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,13.2947500749886
103230,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,327.83
103232,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,0.246199075462752
103232,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,12.200000000000001
103237,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,16.64
103237,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,231.21
103242,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,54.498701248279
103242,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,383.51
103243,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,0.246199075462752
103243,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,12.200000000000001
103248,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,77.9958671065997
103248,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,866.45
103251,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,75.336917091602
103251,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,707.52
103252,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,255.062242179411
103252,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,3067.27
103256,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,28.3128936782164
103256,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,1424.46
103261,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,25.949382553774
103261,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,332.52
103263,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,57.2412850450898
103263,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,587.69
103264,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,0.7
103288,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,9.12
103291,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,29.87
103291,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,242.62
103292,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103316,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,0.246199075462752
103316,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,12.200000000000001
103322,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103322,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,19.27
103353,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,40.622847451354
103353,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,409.68
103354,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,47.47
103354,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,403.53
103357,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,37.83
103357,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,374.93
103358,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,413.37
103362,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.26
103364,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,2.16
103364,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.23
103365,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,42.1
103365,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,204.76999999999998
103369,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,2.33
103371,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103371,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.64
103381,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,57.34
103381,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,9,331.62
103384,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,9,211.8
103388,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,71.11
103388,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,765.47
103390,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,25.03
103426,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103426,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.23
103431,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,66.56
103431,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,667.84
103434,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,7,134.09
103438,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,132.62
103440,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103440,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.23
103443,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,63.72
103443,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,631.6
103444,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,26.88
103444,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,4,95.59
103450,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,36.12
103450,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,323.18
103455,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,9,366.27
103456,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,0.37
103456,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,2.17
103459,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,405.1
103461,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103461,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.25
103463,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,7,192.17
103466,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,8,341.9
103472,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,5,145.24
103473,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,382.93
103494,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,40.39
103494,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,366.26
103495,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,27.31
103495,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,270.27
103497,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,265.8
103498,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103498,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.22
103572,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,63.72
103572,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,751.53
103582,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,65.99
103582,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,9,503.63
103584,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103584,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.65
103587,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,3,43.22
103593,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,8,137.52
103595,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,33.79
103595,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,386.83
103597,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,8,273.92
103598,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,28.16
103598,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,300.53
103600,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103600,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,60.19
103603,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103603,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.23
103610,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,315.55
103613,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103613,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,322.99
103617,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,5.69
103661,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,40.05
103661,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,366.5
103681,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,32.85
103681,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,363.88
103682,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,21.62
103682,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,177.18
103691,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,0.11
103691,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,419.49
103693,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,33.42
103693,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,34.44
103724,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,14.51
103724,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.24
103741,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,28.84
103741,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,310.53
103747,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,2,40.85
103755,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,477.49
103759,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
103759,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,9.48
103760,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,56.32
103760,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,500.24
103762,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,3,67.5
103766,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,50.06
103766,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,745.73
